OrderID,OrderDate,CustomerID,Region,Product,Quantity,UnitPrice
ORD00210,2024-11-09,CUST023,North,Monitor,5,9562
ORD00589,2024-11-09,CUST019,West,Laptop,9,29490
ORD00703,2024-11-09,CUST002,East,Tablet,3,71343
ORD00379,2024-11-10,CUST029,South,Laptop,6,17010
ORD00197,2024-11-12,CUST021,West,Tab,3,17755
ORD00027,2024-11-13,CUST036,East,Headphones,4,15057
ORD00635,2024-11-14,CUST042,North,Smartphone,2,50187
ORD00570,2024-11-15,CUST045,North,Laptop,1,14127
ORD00669,2024-11-15,CUST040,West,Smartphone,2,4392
ORD00178,2024-11-16,CUST016,West,Tablet,7,60240
ORD00215,2024-11-18,CUST020,West,Monitor,8,52526
ORD00617,2024-11-18,CUST042,West,Tablet,7,51056
ORD00128,2024-11-19,CUST017,West,Smartphone,3,28546
ORD00173,2024-11-19,CUST036,West,Headphones,1,21036
ORD00663,2024-11-19,CUST006,East,Smartphone,4,19553
ORD00715,2024-11-22,CUST009,South,Headphones,3,69088
ORD00869,2024-11-22,CUST029,East,Tablet,5,29797
ORD00026,2024-11-23,CUST039,West,Headphones,2,60361
ORD00154,2024-11-23,CUST002,South,Tablet,1,15660
ORD00672,2024-11-23,CUST005,South,Smartphone,5,28749
ORD00278,2024-11-24,CUST025,South,Smartphone,1,15562
ORD00952,2024-11-25,CUST025,North,Smartphone,2,13894
ORD00175,2024-11-26,CUST044,East,Monitor,2,17528
ORD00186,2024-11-26,CUST035,West,Laptop,4,68444
ORD00460,2024-11-26,CUST012,North,Laptop,2,17679
ORD00495,2024-11-26,CUST028,South,Monitor,3,2243
ORD00888,2024-11-26,CUST036,West,Tablet,3,25890
ORD00040,2024-11-27,CUST030,South,Tablet,4,16404
ORD00073,2024-11-29,CUST039,South,Laptop,2,54945
ORD00613,2024-11-29,CUST027,West,Smartphone,10,15761
ORD00191,2024-12-01,CUST010,West,Tab,1,22729
ORD00251,2024-12-01,CUST031,North,Tab,9,8786
ORD00296,2024-12-01,CUST017,North,Tablet,6,48288
ORD00378,2024-12-01,CUST042,West,Tablet,6,28301
ORD00812,2024-12-02,CUST026,South,Headset,6,15396
ORD00913,2024-12-02,CUST013,South,Laptop,4,13184
ORD00989,2024-12-02,CUST010,North,Smartphone,8,13609
ORD00236,2024-12-04,CUST015,South,Tab,5,20777
ORD00788,2024-12-04,CUST030,South,Monitor,8,16505
ORD00425,2024-12-07,CUST029,South,Tablet,6,17965
ORD00687,2024-12-07,CUST007,West,Smartphone,5,52766
ORD00939,2024-12-08,CUST044,East,Laptop,2,29833
ORD00877,2024-12-09,CUST027,North,Tablet,2,17921
ORD00054,2024-12-11,CUST046,South,Laptop,4,5671
ORD00298,2024-12-11,CUST031,North,Laptop,2,19095
ORD00349,2024-12-11,CUST008,South,Headphones,3,61629
ORD00487,2024-12-12,CUST018,East,Laptop,9,65683
ORD00492,2024-12-12,CUST015,North,Monitor,2,69231
ORD00834,2024-12-12,CUST010,North,Monitor,7,14095
ORD00926,2024-12-13,CUST008,North,Headphones,10,11518
ORD00090,2024-12-15,CUST013,South,Headset,2,28854
ORD00250,2024-12-15,CUST049,South,Lap,9,57532
ORD00325,2024-12-16,CUST047,North,Monitor,9,10156
ORD00528,2024-12-17,CUST036,South,Monitor,10,2838
ORD00842,2024-12-17,CUST003,South,Smartph,2,1595
ORD00943,2024-12-17,CUST046,North,Laptop,5,68794
ORD00700,2024-12-22,CUST049,West,Tablet,6,15301
ORD00935,2024-12-22,CUST015,West,Monitor,4,18919
ORD00226,2024-12-23,CUST022,West,Smartphone,1,56329
ORD00259,2024-12-23,CUST022,North,Headphones,10,73358
ORD00652,2024-12-23,CUST014,East,Monitor,10,3164
ORD00882,2024-12-23,CUST049,South,Headphones,10,17548
ORD00155,2024-12-24,CUST020,West,Headset,4,3777
ORD00548,2024-12-24,CUST047,South,Laptop,9,17794
ORD00072,2024-12-25,CUST013,South,Laptop,9,29512
ORD00513,2024-12-26,CUST003,South,Headphones,5,57059
ORD00906,2024-12-26,CUST039,West,Tab,6,10048
ORD00034,2024-12-27,CUST008,West,Tab,8,3989
ORD00713,2024-12-27,CUST045,South,Monitor,3,50597
ORD00650,2024-12-28,CUST011,North,Monitor,7,1915
ORD00007,2024-12-30,CUST034,North,Tab,10,26878
ORD00257,2024-12-30,CUST024,South,Headset,1,59966
ORD00328,2024-12-31,CUST028,East,Laptop,4,4858
